parcel_id,farmer_name,season,year,total_rainfall_mm,rainy_days,avg_temperature_c,max_temperature_c,min_temperature_c,avg_humidity_percent,avg_wind_speed_kmph,solar_radiation_mj,evapotranspiration_mm,drought_risk
AP_ANP_00361_C3,Nagarjuna Reddy,Kharif,2025,291.8,21,26.4,28.5,20.8,66.4,11.4,14.4,87.7,
AP_ANP_00361_C1,Gopal Reddy,Rabi,2025,123.0,17,28.7,31.8,21.5,48.5,6.8,18.8,267.8,
AP_ANP_00361_C2,Venkat Ramaiah,Rabi,2025,123.0,17,28.7,31.8,21.5,48.5,6.8,18.8,267.8,
AP_ANP_00361_C3,Nagarjuna Reddy,Rabi,2025,123.0,17,28.7,31.8,21.5,48.5,6.8,18.8,267.8,
AP_ANP_00361_C1,Gopal Reddy,Summer,2025,66.3,22,34.1,38.8,29.4,43.9,9.9,16.7,228.9,
AP_ANP_00361_C2,Venkat Ramaiah,Summer,2025,66.3,22,34.1,38.8,29.4,43.9,9.9,16.7,228.9,
AP_ANP_00361_C3,Nagarjuna Reddy,Summer,2025,66.3,22,34.1,38.8,29.4,43.9,9.9,16.7,228.9,
AP_ANP_00362_C1,Bhavani S,Kharif,2025,538.6,17,26.8,31.6,20.7,80.1,16.3,15.7,279.5,
AP_ANP_00362_C2,Gopal Reddy,Kharif,2025,538.6,17,26.8,31.6,20.7,80.1,16.3,15.7,279.5,
AP_ANP_00362_C3,Venkat Ramaiah,Kharif,2025,538.6,17,26.8,31.6,20.7,80.1,16.3,15.7,279.5,
AP_ANP_00362_C1,Bhavani S,Rabi,2025,126.0,10,29.7,33.9,23.6,66.4,13.1,14.9,51.9,
AP_ANP_00362_C2,Gopal Reddy,Rabi,2025,126.0,10,29.7,33.9,23.6,66.4,13.1,14.9,51.9,
AP_ANP_00362_C3,Venkat Ramaiah,Rabi,2025,126.0,10,29.7,33.9,23.6,66.4,13.1,14.9,51.9,
AP_ANP_00362_C1,Bhavani S,Summer,2025,75.3,8,31.3,35.9,26.3,22.9,12.6,17.3,227.6,
AP_ANP_00362_C2,Gopal Reddy,Summer,2025,75.3,8,31.3,35.9,26.3,22.9,12.6,17.3,227.6,
AP_ANP_00362_C3,Venkat Ramaiah,Summer,2025,75.3,8,31.3,35.9,26.3,22.9,12.6,17.3,227.6,
AP_ANP_00363_C1,Ravi Teja,Kharif,2025,317.7,40,32.3,35.6,29.9,72.2,10.0,23.1,73.8,
AP_ANP_00363_C2,Bhavani S,Kharif,2025,317.7,40,32.3,35.6,29.9,72.2,10.0,23.1,73.8,
AP_ANP_00363_C3,Gopal Reddy,Kharif,2025,317.7,40,32.3,35.6,29.9,72.2,10.0,23.1,73.8,
AP_ANP_00363_C1,Ravi Teja,Rabi,2025,143.6,39,29.8,32.9,27.6,56.4,3.6,22.6,65.4,
AP_ANP_00363_C2,Bhavani S,Rabi,2025,143.6,39,29.8,32.9,27.6,56.4,3.6,22.6,65.4,
AP_ANP_00363_C3,Gopal Reddy,Rabi,2025,143.6,39,29.8,32.9,27.6,56.4,3.6,22.6,65.4,
AP_ANP_00363_C1,Ravi Teja,Summer,2025,95.9,18,31.7,37.4,28.6,30.7,10.0,25.0,182.4,
AP_ANP_00363_C2,Bhavani S,Summer,2025,95.9,18,31.7,37.4,28.6,30.7,10.0,25.0,182.4,
AP_ANP_00363_C3,Gopal Reddy,Summer,2025,95.9,18,31.7,37.4,28.6,30.7,10.0,25.0,182.4,
AP_ANP_00364_C1,Narasimha Rao,Kharif,2025,408.2,40,27.2,34.2,23.5,73.3,8.5,20.4,294.7,
AP_ANP_00364_C2,Ravi Teja,Kharif,2025,408.2,40,27.2,34.2,23.5,73.3,8.5,20.4,294.7,
AP_ANP_00364_C3,Bhavani S,Kharif,2025,408.2,40,27.2,34.2,23.5,73.3,8.5,20.4,294.7,
AP_ANP_00364_C1,Narasimha Rao,Rabi,2025,42.4,30,22.3,29.4,17.8,61.9,9.6,23.4,243.6,
AP_ANP_00364_C2,Ravi Teja,Rabi,2025,42.4,30,22.3,29.4,17.8,61.9,9.6,23.4,243.6,
AP_ANP_00364_C3,Bhavani S,Rabi,2025,42.4,30,22.3,29.4,17.8,61.9,9.6,23.4,243.6,
AP_ANP_00364_C1,Narasimha Rao,Summer,2025,3.4,33,37.1,40.8,30.4,26.5,5.4,12.8,148.5,
AP_ANP_00364_C2,Ravi Teja,Summer,2025,3.4,33,37.1,40.8,30.4,26.5,5.4,12.8,148.5,
AP_ANP_00364_C3,Bhavani S,Summer,2025,3.4,33,37.1,40.8,30.4,26.5,5.4,12.8,148.5,
AP_ANP_00365_C1,Anuradha V,Kharif,2025,416.6,20,28.5,31.2,20.8,79.8,14.0,23.5,211.3,
AP_ANP_00365_C2,Narasimha Rao,Kharif,2025,416.6,20,28.5,31.2,20.8,79.8,14.0,23.5,211.3,
AP_ANP_00365_C3,Ravi Teja,Kharif,2025,416.6,20,28.5,31.2,20.8,79.8,14.0,23.5,211.3,
AP_ANP_00365_C1,Anuradha V,Rabi,2025,127.5,6,19.3,26.0,12.0,55.1,15.6,22.5,112.2,
AP_ANP_00365_C2,Narasimha Rao,Rabi,2025,127.5,6,19.3,26.0,12.0,55.1,15.6,22.5,112.2,
AP_ANP_00365_C3,Ravi Teja,Rabi,2025,127.5,6,19.3,26.0,12.0,55.1,15.6,22.5,112.2,
AP_ANP_00365_C1,Anuradha V,Summer,2025,66.1,27,38.5,45.8,33.5,20.4,15.4,19.2,75.6,
AP_ANP_00365_C2,Narasimha Rao,Summer,2025,66.1,27,38.5,45.8,33.5,20.4,15.4,19.2,75.6,
AP_ANP_00365_C3,Ravi Teja,Summer,2025,66.1,27,38.5,45.8,33.5,20.4,15.4,19.2,75.6,
AP_ANP_00366_C1,Krishna Murthy,Kharif,2025,274.6,23,24.5,30.8,21.6,66.4,6.8,14.8,288.2,
AP_ANP_00366_C2,Anuradha V,Kharif,2025,274.6,23,24.5,30.8,21.6,66.4,6.8,14.8,288.2,
AP_ANP_00366_C3,Narasimha Rao,Kharif,2025,274.6,23,24.5,30.8,21.6,66.4,6.8,14.8,288.2,
AP_ANP_00366_C1,Krishna Murthy,Rabi,2025,72.7,14,22.0,29.7,15.2,40.4,5.7,19.3,138.9,
AP_ANP_00366_C2,Anuradha V,Rabi,2025,72.7,14,22.0,29.7,15.2,40.4,5.7,19.3,138.9,
AP_ANP_00366_C3,Narasimha Rao,Rabi,2025,72.7,14,22.0,29.7,15.2,40.4,5.7,19.3,138.9,
AP_ANP_00366_C1,Krishna Murthy,Summer,2025,79.1,19,36.1,40.5,32.5,24.5,8.6,21.0,135.8,
AP_ANP_00366_C2,Anuradha V,Summer,2025,79.1,19,36.1,40.5,32.5,24.5,8.6,21.0,135.8,
AP_ANP_00366_C3,Narasimha Rao,Summer,2025,79.1,19,36.1,40.5,32.5,24.5,8.6,21.0,135.8,
AP_ANP_00367_C1,Padma Kumari,Kharif,2025,346.8,40,28.0,34.7,24.6,55.6,10.4,18.4,257.0,
AP_ANP_00367_C2,Krishna Murthy,Kharif,2025,346.8,40,28.0,34.7,24.6,55.6,10.4,18.4,257.0,
AP_ANP_00367_C3,Anuradha V,Kharif,2025,346.8,40,28.0,34.7,24.6,55.6,10.4,18.4,257.0,
AP_ANP_00367_C1,Padma Kumari,Rabi,2025,22.9,9,20.9,27.1,17.4,44.6,16.6,13.9,295.7,
AP_ANP_00367_C2,Krishna Murthy,Rabi,2025,22.9,9,20.9,27.1,17.4,44.6,16.6,13.9,295.7,
AP_ANP_00367_C3,Anuradha V,Rabi,2025,22.9,9,20.9,27.1,17.4,44.6,16.6,13.9,295.7,
AP_ANP_00367_C1,Padma Kumari,Summer,2025,86.0,25,38.3,41.4,33.6,52.9,4.1,19.0,235.4,
AP_ANP_00367_C2,Krishna Murthy,Summer,2025,86.0,25,38.3,41.4,33.6,52.9,4.1,19.0,235.4,
AP_ANP_00367_C3,Anuradha V,Summer,2025,86.0,25,38.3,41.4,33.6,52.9,4.1,19.0,235.4,
AP_ANP_00368_C1,Srinivas Reddy,Kharif,2025,404.6,23,27.3,30.7,19.3,72.9,17.3,27.2,222.1,
AP_ANP_00368_C2,Padma Kumari,Kharif,2025,404.6,23,27.3,30.7,19.3,72.9,17.3,27.2,222.1,
AP_ANP_00368_C3,Krishna Murthy,Kharif,2025,404.6,23,27.3,30.7,19.3,72.9,17.3,27.2,222.1,
AP_ANP_00368_C1,Srinivas Reddy,Rabi,2025,58.3,6,29.0,36.6,26.9,48.3,9.6,12.4,170.9,
AP_ANP_00368_C2,Padma Kumari,Rabi,2025,58.3,6,29.0,36.6,26.9,48.3,9.6,12.4,170.9,
AP_ANP_00368_C3,Krishna Murthy,Rabi,2025,58.3,6,29.0,36.6,26.9,48.3,9.6,12.4,170.9,
AP_ANP_00368_C1,Srinivas Reddy,Summer,2025,50.1,7,33.9,36.9,29.4,24.6,15.5,29.8,129.5,
AP_ANP_00368_C2,Padma Kumari,Summer,2025,50.1,7,33.9,36.9,29.4,24.6,15.5,29.8,129.5,
AP_ANP_00368_C3,Krishna Murthy,Summer,2025,50.1,7,33.9,36.9,29.4,24.6,15.5,29.8,129.5,
AP_ANP_00369_C1,Venkatesh Rao,Kharif,2025,462.8,11,29.1,35.3,21.6,83.6,8.6,28.2,279.4,
AP_ANP_00369_C2,Srinivas Reddy,Kharif,2025,462.8,11,29.1,35.3,21.6,83.6,8.6,28.2,279.4,
AP_ANP_00369_C3,Padma Kumari,Kharif,2025,462.8,11,29.1,35.3,21.6,83.6,8.6,28.2,279.4,
AP_ANP_00369_C1,Venkatesh Rao,Rabi,2025,141.0,37,21.2,24.8,19.0,52.0,7.6,25.4,61.9,
AP_ANP_00369_C2,Srinivas Reddy,Rabi,2025,141.0,37,21.2,24.8,19.0,52.0,7.6,25.4,61.9,
AP_ANP_00369_C3,Padma Kumari,Rabi,2025,141.0,37,21.2,24.8,19.0,52.0,7.6,25.4,61.9,
AP_ANP_00369_C1,Venkatesh Rao,Summer,2025,21.9,20,38.5,43.6,32.4,47.4,12.7,19.6,156.2,
AP_ANP_00369_C2,Srinivas Reddy,Summer,2025,21.9,20,38.5,43.6,32.4,47.4,12.7,19.6,156.2,
AP_ANP_00369_C3,Padma Kumari,Summer,2025,21.9,20,38.5,43.6,32.4,47.4,12.7,19.6,156.2,
AP_ANP_00370_C1,Nagarjuna Reddy,Kharif,2025,306.3,21,29.1,33.1,24.1,72.6,3.4,17.6,255.0,
AP_ANP_00370_C2,Vijayalakshmi,Kharif,2025,306.3,21,29.1,33.1,24.1,72.6,3.4,17.6,255.0,
AP_ANP_00370_C3,Subba Rao,Kharif,2025,306.3,21,29.1,33.1,24.1,72.6,3.4,17.6,255.0,
AP_ANP_00370_C1,Nagarjuna Reddy,Rabi,2025,92.0,15,23.4,26.9,21.3,48.6,7.1,14.0,215.0,
AP_ANP_00370_C2,Vijayalakshmi,Rabi,2025,92.0,15,23.4,26.9,21.3,48.6,7.1,14.0,215.0,
AP_ANP_00370_C3,Subba Rao,Rabi,2025,92.0,15,23.4,26.9,21.3,48.6,7.1,14.0,215.0,
AP_ANP_00370_C1,Nagarjuna Reddy,Summer,2025,31.9,41,39.2,44.3,36.5,27.2,9.0,15.7,99.9,
AP_ANP_00370_C2,Vijayalakshmi,Summer,2025,31.9,41,39.2,44.3,36.5,27.2,9.0,15.7,99.9,
AP_ANP_00370_C3,Subba Rao,Summer,2025,31.9,41,39.2,44.3,36.5,27.2,9.0,15.7,99.9,
AP_ANP_00371_C1,Venkat Ramaiah,Kharif,2025,452.5,15,30.7,33.7,28.7,82.3,9.8,18.3,188.7,
AP_ANP_00371_C2,Nagarjuna Reddy,Kharif,2025,452.5,15,30.7,33.7,28.7,82.3,9.8,18.3,188.7,
AP_ANP_00371_C3,Vijayalakshmi,Kharif,2025,452.5,15,30.7,33.7,28.7,82.3,9.8,18.3,188.7,
AP_ANP_00371_C1,Venkat Ramaiah,Rabi,2025,44.4,41,28.3,31.2,23.4,47.7,3.3,25.2,68.4,
AP_ANP_00371_C2,Nagarjuna Reddy,Rabi,2025,44.4,41,28.3,31.2,23.4,47.7,3.3,25.2,68.4,
AP_ANP_00371_C3,Vijayalakshmi,Rabi,2025,44.4,41,28.3,31.2,23.4,47.7,3.3,25.2,68.4,
AP_ANP_00371_C1,Venkat Ramaiah,Summer,2025,62.9,11,39.5,45.8,33.1,24.6,5.1,29.4,255.3,
AP_ANP_00371_C2,Nagarjuna Reddy,Summer,2025,62.9,11,39.5,45.8,33.1,24.6,5.1,29.4,255.3,
AP_ANP_00371_C3,Vijayalakshmi,Summer,2025,62.9,11,39.5,45.8,33.1,24.6,5.1,29.4,255.3,
AP_ANP_00372_C1,Gopal Reddy,Kharif,2025,331.8,13,25.9,29.5,18.8,58.8,7.7,27.1,157.1,
AP_ANP_00372_C2,Venkat Ramaiah,Kharif,2025,331.8,13,25.9,29.5,18.8,58.8,7.7,27.1,157.1,
AP_ANP_00372_C3,Nagarjuna Reddy,Kharif,2025,331.8,13,25.9,29.5,18.8,58.8,7.7,27.1,157.1,
AP_ANP_00372_C1,Gopal Reddy,Rabi,2025,114.5,4,24.1,29.9,22.0,58.7,3.5,27.3,221.0,
AP_ANP_00372_C2,Venkat Ramaiah,Rabi,2025,114.5,4,24.1,29.9,22.0,58.7,3.5,27.3,221.0,
AP_ANP_00372_C3,Nagarjuna Reddy,Rabi,2025,114.5,4,24.1,29.9,22.0,58.7,3.5,27.3,221.0,
AP_ANP_00372_C1,Gopal Reddy,Summer,2025,26.5,14,38.3,45.9,31.3,47.7,12.7,18.1,244.9,
AP_ANP_00372_C2,Venkat Ramaiah,Summer,2025,26.5,14,38.3,45.9,31.3,47.7,12.7,18.1,244.9,
AP_ANP_00372_C3,Nagarjuna Reddy,Summer,2025,26.5,14,38.3,45.9,31.3,47.7,12.7,18.1,244.9,
AP_ANP_00373_C1,Bhavani S,Kharif,2025,480.1,2,33.9,36.3,28.1,62.4,17.1,12.0,231.4,
AP_ANP_00373_C2,Gopal Reddy,Kharif,2025,480.1,2,33.9,36.3,28.1,62.4,17.1,12.0,231.4,
AP_ANP_00373_C3,Venkat Ramaiah,Kharif,2025,480.1,2,33.9,36.3,28.1,62.4,17.1,12.0,231.4,
AP_ANP_00373_C1,Bhavani S,Rabi,2025,105.4,9,26.8,32.6,20.2,50.7,17.8,15.2,241.5,
AP_ANP_00373_C2,Gopal Reddy,Rabi,2025,105.4,9,26.8,32.6,20.2,50.7,17.8,15.2,241.5,
AP_ANP_00373_C3,Venkat Ramaiah,Rabi,2025,105.4,9,26.8,32.6,20.2,50.7,17.8,15.2,241.5,
AP_ANP_00373_C1,Bhavani S,Summer,2025,33.9,20,32.1,37.3,27.0,34.7,6.9,12.6,152.6,
AP_ANP_00373_C2,Gopal Reddy,Summer,2025,33.9,20,32.1,37.3,27.0,34.7,6.9,12.6,152.6,
AP_ANP_00373_C3,Venkat Ramaiah,Summer,2025,33.9,20,32.1,37.3,27.0,34.7,6.9,12.6,152.6,
AP_ANP_00374_C1,Ravi Teja,Kharif,2025,292.6,21,33.1,40.7,27.8,56.2,14.5,13.6,102.8,
AP_ANP_00374_C2,Bhavani S,Kharif,2025,292.6,21,33.1,40.7,27.8,56.2,14.5,13.6,102.8,
AP_ANP_00374_C3,Gopal Reddy,Kharif,2025,292.6,21,33.1,40.7,27.8,56.2,14.5,13.6,102.8,
AP_ANP_00374_C1,Ravi Teja,Rabi,2025,85.3,33,18.2,20.3,14.6,47.6,10.7,22.3,281.4,
AP_ANP_00374_C2,Bhavani S,Rabi,2025,85.3,33,18.2,20.3,14.6,47.6,10.7,22.3,281.4,
AP_ANP_00374_C3,Gopal Reddy,Rabi,2025,85.3,33,18.2,20.3,14.6,47.6,10.7,22.3,281.4,
AP_ANP_00374_C1,Ravi Teja,Summer,2025,64.5,15,35.0,41.7,27.2,52.6,10.0,17.5,157.3,
AP_ANP_00374_C2,Bhavani S,Summer,2025,64.5,15,35.0,41.7,27.2,52.6,10.0,17.5,157.3,
AP_ANP_00374_C3,Gopal Reddy,Summer,2025,64.5,15,35.0,41.7,27.2,52.6,10.0,17.5,157.3,
AP_ANP_00375_C1,Narasimha Rao,Kharif,2025,371.9,44,26.6,30.2,20.6,72.8,3.5,13.5,123.3,
AP_ANP_00375_C2,Ravi Teja,Kharif,2025,371.9,44,26.6,30.2,20.6,72.8,3.5,13.5,123.3,
AP_ANP_00375_C3,Bhavani S,Kharif,2025,371.9,44,26.6,30.2,20.6,72.8,3.5,13.5,123.3,
AP_ANP_00375_C1,Narasimha Rao,Rabi,2025,134.1,27,27.2,31.4,23.1,40.7,12.5,25.5,219.6,
AP_ANP_00375_C2,Ravi Teja,Rabi,2025,134.1,27,27.2,31.4,23.1,40.7,12.5,25.5,219.6,
AP_ANP_00375_C3,Bhavani S,Rabi,2025,134.1,27,27.2,31.4,23.1,40.7,12.5,25.5,219.6,
AP_ANP_00375_C1,Narasimha Rao,Summer,2025,19.8,19,35.9,41.3,31.5,47.7,8.5,12.2,112.3,
AP_ANP_00375_C2,Ravi Teja,Summer,2025,19.8,19,35.9,41.3,31.5,47.7,8.5,12.2,112.3,
AP_ANP_00375_C3,Bhavani S,Summer,2025,19.8,19,35.9,41.3,31.5,47.7,8.5,12.2,112.3,
AP_ANP_00376_C1,Anuradha V,Kharif,2025,537.5,37,30.0,32.1,22.7,82.5,6.7,25.1,252.8,
AP_ANP_00376_C2,Narasimha Rao,Kharif,2025,537.5,37,30.0,32.1,22.7,82.5,6.7,25.1,252.8,
AP_ANP_00376_C3,Ravi Teja,Kharif,2025,537.5,37,30.0,32.1,22.7,82.5,6.7,25.1,252.8,
AP_ANP_00376_C1,Anuradha V,Rabi,2025,131.7,13,29.9,36.6,23.0,48.8,4.3,23.2,51.7,
AP_ANP_00376_C2,Narasimha Rao,Rabi,2025,131.7,13,29.9,36.6,23.0,48.8,4.3,23.2,51.7,
AP_ANP_00376_C3,Ravi Teja,Rabi,2025,131.7,13,29.9,36.6,23.0,48.8,4.3,23.2,51.7,
AP_ANP_00376_C1,Anuradha V,Summer,2025,4.3,13,40.8,46.2,33.6,38.5,10.2,13.4,190.1,
AP_ANP_00376_C2,Narasimha Rao,Summer,2025,4.3,13,40.8,46.2,33.6,38.5,10.2,13.4,190.1,
AP_ANP_00376_C3,Ravi Teja,Summer,2025,4.3,13,40.8,46.2,33.6,38.5,10.2,13.4,190.1,
AP_ANP_00377_C1,Krishna Murthy,Kharif,2025,382.8,34,25.5,30.9,19.5,80.5,17.7,25.1,210.9,
AP_ANP_00377_C2,Anuradha V,Kharif,2025,382.8,34,25.5,30.9,19.5,80.5,17.7,25.1,210.9,
AP_ANP_00377_C3,Narasimha Rao,Kharif,2025,382.8,34,25.5,30.9,19.5,80.5,17.7,25.1,210.9,
AP_ANP_00377_C1,Krishna Murthy,Rabi,2025,63.6,44,18.4,22.1,13.3,48.6,7.0,15.8,199.8,
AP_ANP_00377_C2,Anuradha V,Rabi,2025,63.6,44,18.4,22.1,13.3,48.6,7.0,15.8,199.8,
AP_ANP_00377_C3,Narasimha Rao,Rabi,2025,63.6,44,18.4,22.1,13.3,48.6,7.0,15.8,199.8,
AP_ANP_00377_C1,Krishna Murthy,Summer,2025,8.9,34,30.7,37.1,25.3,33.0,15.3,22.1,291.1,
AP_ANP_00377_C2,Anuradha V,Summer,2025,8.9,34,30.7,37.1,25.3,33.0,15.3,22.1,291.1,
AP_ANP_00377_C3,Narasimha Rao,Summer,2025,8.9,34,30.7,37.1,25.3,33.0,15.3,22.1,291.1,
AP_ANP_00378_C1,Padma Kumari,Kharif,2025,336.9,32,31.1,37.9,28.0,66.1,7.4,24.9,71.1,
AP_ANP_00378_C2,Krishna Murthy,Kharif,2025,336.9,32,31.1,37.9,28.0,66.1,7.4,24.9,71.1,
AP_ANP_00378_C3,Anuradha V,Kharif,2025,336.9,32,31.1,37.9,28.0,66.1,7.4,24.9,71.1,
AP_ANP_00378_C1,Padma Kumari,Rabi,2025,125.5,17,26.6,34.4,21.2,61.9,6.3,27.5,235.7,
AP_ANP_00378_C2,Krishna Murthy,Rabi,2025,125.5,17,26.6,34.4,21.2,61.9,6.3,27.5,235.7,
AP_ANP_00378_C3,Anuradha V,Rabi,2025,125.5,17,26.6,34.4,21.2,61.9,6.3,27.5,235.7,
AP_ANP_00378_C1,Padma Kumari,Summer,2025,41.4,33,35.7,40.0,28.6,34.4,3.0,15.0,57.6,
AP_ANP_00378_C2,Krishna Murthy,Summer,2025,41.4,33,35.7,40.0,28.6,34.4,3.0,15.0,57.6,
AP_ANP_00378_C3,Anuradha V,Summer,2025,41.4,33,35.7,40.0,28.6,34.4,3.0,15.0,57.6,
AP_ANP_00379_C1,Srinivas Reddy,Kharif,2025,381.3,20,33.1,37.9,30.2,57.9,7.0,29.1,141.8,
AP_ANP_00379_C2,Padma Kumari,Kharif,2025,381.3,20,33.1,37.9,30.2,57.9,7.0,29.1,141.8,
AP_ANP_00379_C3,Krishna Murthy,Kharif,2025,381.3,20,33.1,37.9,30.2,57.9,7.0,29.1,141.8,
AP_ANP_00379_C1,Srinivas Reddy,Rabi,2025,138.0,41,21.7,26.8,15.9,56.3,6.5,22.4,211.8,
AP_ANP_00379_C2,Padma Kumari,Rabi,2025,138.0,41,21.7,26.8,15.9,56.3,6.5,22.4,211.8,
AP_ANP_00379_C3,Krishna Murthy,Rabi,2025,138.0,41,21.7,26.8,15.9,56.3,6.5,22.4,211.8,
AP_ANP_00379_C1,Srinivas Reddy,Summer,2025,68.7,34,39.3,41.9,35.9,30.9,3.0,17.5,77.2,
AP_ANP_00379_C2,Padma Kumari,Summer,2025,68.7,34,39.3,41.9,35.9,30.9,3.0,17.5,77.2,
AP_ANP_00379_C3,Krishna Murthy,Summer,2025,68.7,34,39.3,41.9,35.9,30.9,3.0,17.5,77.2,
AP_ANP_00380_C1,Vijayalakshmi,Kharif,2025,439.1,15,30.8,38.4,28.5,81.2,3.2,23.9,122.3,
AP_ANP_00380_C2,Subba Rao,Kharif,2025,439.1,15,30.8,38.4,28.5,81.2,3.2,23.9,122.3,
AP_ANP_00380_C3,Ramesh Kumar,Kharif,2025,439.1,15,30.8,38.4,28.5,81.2,3.2,23.9,122.3,
AP_ANP_00380_C1,Vijayalakshmi,Rabi,2025,53.0,29,22.0,26.8,16.6,48.1,16.9,21.5,138.4,
AP_ANP_00380_C2,Subba Rao,Rabi,2025,53.0,29,22.0,26.8,16.6,48.1,16.9,21.5,138.4,
AP_ANP_00380_C3,Ramesh Kumar,Rabi,2025,53.0,29,22.0,26.8,16.6,48.1,16.9,21.5,138.4,
AP_ANP_00380_C1,Vijayalakshmi,Summer,2025,79.7,11,35.3,41.8,29.3,31.1,6.5,22.6,192.7,
AP_ANP_00380_C2,Subba Rao,Summer,2025,79.7,11,35.3,41.8,29.3,31.1,6.5,22.6,192.7,
AP_ANP_00380_C3,Ramesh Kumar,Summer,2025,79.7,11,35.3,41.8,29.3,31.1,6.5,22.6,192.7,
AP_ANP_00381_C1,Nagarjuna Reddy,Kharif,2025,443.7,29,29.5,35.9,23.9,69.8,5.7,17.5,134.2,
AP_ANP_00381_C2,Vijayalakshmi,Kharif,2025,443.7,29,29.5,35.9,23.9,69.8,5.7,17.5,134.2,
AP_ANP_00381_C3,Subba Rao,Kharif,2025,443.7,29,29.5,35.9,23.9,69.8,5.7,17.5,134.2,
AP_ANP_00381_C1,Nagarjuna Reddy,Rabi,2025,93.8,42,28.0,32.7,24.9,68.0,10.3,26.9,287.7,
AP_ANP_00381_C2,Vijayalakshmi,Rabi,2025,93.8,42,28.0,32.7,24.9,68.0,10.3,26.9,287.7,
AP_ANP_00381_C3,Subba Rao,Rabi,2025,93.8,42,28.0,32.7,24.9,68.0,10.3,26.9,287.7,
AP_ANP_00381_C1,Nagarjuna Reddy,Summer,2025,63.4,29,34.2,38.8,26.5,41.1,12.1,16.0,169.8,
AP_ANP_00381_C2,Vijayalakshmi,Summer,2025,63.4,29,34.2,38.8,26.5,41.1,12.1,16.0,169.8,
AP_ANP_00381_C3,Subba Rao,Summer,2025,63.4,29,34.2,38.8,26.5,41.1,12.1,16.0,169.8,
AP_ANP_00382_C1,Venkat Ramaiah,Kharif,2025,520.2,36,27.2,31.2,22.4,57.4,15.3,14.2,264.4,
AP_ANP_00382_C2,Nagarjuna Reddy,Kharif,2025,520.2,36,27.2,31.2,22.4,57.4,15.3,14.2,264.4,
AP_ANP_00382_C3,Vijayalakshmi,Kharif,2025,520.2,36,27.2,31.2,22.4,57.4,15.3,14.2,264.4,
AP_ANP_00382_C1,Venkat Ramaiah,Rabi,2025,136.7,41,29.4,35.5,22.9,51.9,5.7,28.5,237.8,
AP_ANP_00382_C2,Nagarjuna Reddy,Rabi,2025,136.7,41,29.4,35.5,22.9,51.9,5.7,28.5,237.8,
AP_ANP_00382_C3,Vijayalakshmi,Rabi,2025,136.7,41,29.4,35.5,22.9,51.9,5.7,28.5,237.8,
AP_ANP_00382_C1,Venkat Ramaiah,Summer,2025,93.3,20,33.8,40.4,27.2,52.9,16.3,25.1,282.0,
AP_ANP_00382_C2,Nagarjuna Reddy,Summer,2025,93.3,20,33.8,40.4,27.2,52.9,16.3,25.1,282.0,
AP_ANP_00382_C3,Vijayalakshmi,Summer,2025,93.3,20,33.8,40.4,27.2,52.9,16.3,25.1,282.0,
AP_ANP_00383_C1,Gopal Reddy,Kharif,2025,383.1,39,29.0,33.6,21.2,55.4,12.1,25.5,284.1,
AP_ANP_00383_C2,Venkat Ramaiah,Kharif,2025,383.1,39,29.0,33.6,21.2,55.4,12.1,25.5,284.1,
AP_ANP_00383_C3,Nagarjuna Reddy,Kharif,2025,383.1,39,29.0,33.6,21.2,55.4,12.1,25.5,284.1,
AP_ANP_00383_C1,Gopal Reddy,Rabi,2025,96.9,17,18.1,25.6,10.7,41.0,12.8,24.1,51.3,
AP_ANP_00383_C2,Venkat Ramaiah,Rabi,2025,96.9,17,18.1,25.6,10.7,41.0,12.8,24.1,51.3,
AP_ANP_00383_C3,Nagarjuna Reddy,Rabi,2025,96.9,17,18.1,25.6,10.7,41.0,12.8,24.1,51.3,
AP_ANP_00383_C1,Gopal Reddy,Summer,2025,98.5,34,40.5,48.3,37.3,51.3,7.7,25.9,266.7,
AP_ANP_00383_C2,Venkat Ramaiah,Summer,2025,98.5,34,40.5,48.3,37.3,51.3,7.7,25.9,266.7,
AP_ANP_00383_C3,Nagarjuna Reddy,Summer,2025,98.5,34,40.5,48.3,37.3,51.3,7.7,25.9,266.7,
AP_ANP_00384_C1,Bhavani S,Kharif,2025,457.7,27,33.9,39.6,29.1,55.3,4.7,18.6,56.4,
AP_ANP_00384_C2,Gopal Reddy,Kharif,2025,457.7,27,33.9,39.6,29.1,55.3,4.7,18.6,56.4,
AP_ANP_00384_C3,Venkat Ramaiah,Kharif,2025,457.7,27,33.9,39.6,29.1,55.3,4.7,18.6,56.4,
AP_ANP_00384_C1,Bhavani S,Rabi,2025,103.6,6,28.7,33.5,23.6,66.5,5.1,18.1,96.9,
AP_ANP_00384_C2,Gopal Reddy,Rabi,2025,103.6,6,28.7,33.5,23.6,66.5,5.1,18.1,96.9,
AP_ANP_00384_C3,Venkat Ramaiah,Rabi,2025,103.6,6,28.7,33.5,23.6,66.5,5.1,18.1,96.9,
AP_ANP_00384_C1,Bhavani S,Summer,2025,82.1,19,41.0,43.2,35.5,38.8,6.4,14.7,213.5,
AP_ANP_00384_C2,Gopal Reddy,Summer,2025,82.1,19,41.0,43.2,35.5,38.8,6.4,14.7,213.5,
AP_ANP_00384_C3,Venkat Ramaiah,Summer,2025,82.1,19,41.0,43.2,35.5,38.8,6.4,14.7,213.5,
