parcel_id,farmer_name,season,year,NDVI,EVI,SAVI,NDWI,Red,Green,Blue,NIR,SWIR1,SWIR2,cloud_cover_percent,image_source
AP_ANP_00352_C1,Ravi Teja,Summer,2025,0.515,0.25,0.172,0.02,0.147,0.409,0.079,0.334,0.535,0.06,15.72,
AP_ANP_00352_C2,Bhavani S,Summer,2025,0.515,0.25,0.172,0.02,0.147,0.409,0.079,0.334,0.535,0.06,15.72,
AP_ANP_00352_C3,Gopal Reddy,Summer,2025,0.515,0.25,0.172,0.02,0.147,0.409,0.079,0.334,0.535,0.06,15.72,
AP_ANP_00353_C1,Narasimha Rao,Kharif,2025,0.662,0.701,0.241,0.109,0.202,0.145,0.029,0.232,0.108,0.079,15.21,
AP_ANP_00353_C2,Ravi Teja,Kharif,2025,0.662,0.701,0.241,0.109,0.202,0.145,0.029,0.232,0.108,0.079,15.21,
AP_ANP_00353_C3,Bhavani S,Kharif,2025,0.662,0.701,0.241,0.109,0.202,0.145,0.029,0.232,0.108,0.079,15.21,
AP_ANP_00353_C1,Narasimha Rao,Rabi,2025,0.57,0.401,0.754,0.119,0.321,0.331,0.267,0.408,0.241,0.295,12.47,
AP_ANP_00353_C2,Ravi Teja,Rabi,2025,0.57,0.401,0.754,0.119,0.321,0.331,0.267,0.408,0.241,0.295,12.47,
AP_ANP_00353_C3,Bhavani S,Rabi,2025,0.57,0.401,0.754,0.119,0.321,0.331,0.267,0.408,0.241,0.295,12.47,
AP_ANP_00353_C1,Narasimha Rao,Summer,2025,0.393,0.742,0.684,0.03,0.164,0.335,0.088,0.265,0.226,0.211,0.33,
AP_ANP_00353_C2,Ravi Teja,Summer,2025,0.393,0.742,0.684,0.03,0.164,0.335,0.088,0.265,0.226,0.211,0.33,
AP_ANP_00353_C3,Bhavani S,Summer,2025,0.393,0.742,0.684,0.03,0.164,0.335,0.088,0.265,0.226,0.211,0.33,
AP_ANP_00354_C1,Anuradha V,Kharif,2025,0.835,0.498,0.198,0.19,0.078,0.404,0.187,0.818,0.549,0.199,5.98,
AP_ANP_00354_C2,Narasimha Rao,Kharif,2025,0.835,0.498,0.198,0.19,0.078,0.404,0.187,0.818,0.549,0.199,5.98,
AP_ANP_00354_C3,Ravi Teja,Kharif,2025,0.835,0.498,0.198,0.19,0.078,0.404,0.187,0.818,0.549,0.199,5.98,
AP_ANP_00354_C1,Anuradha V,Rabi,2025,0.7,0.528,0.667,0.25,0.278,0.179,0.177,0.741,0.394,0.058,6.73,
AP_ANP_00354_C2,Narasimha Rao,Rabi,2025,0.7,0.528,0.667,0.25,0.278,0.179,0.177,0.741,0.394,0.058,6.73,
AP_ANP_00354_C3,Ravi Teja,Rabi,2025,0.7,0.528,0.667,0.25,0.278,0.179,0.177,0.741,0.394,0.058,6.73,
AP_ANP_00354_C1,Anuradha V,Summer,2025,0.258,0.693,0.174,-0.003,0.093,0.16,0.189,0.547,0.159,0.116,4.74,
AP_ANP_00354_C2,Narasimha Rao,Summer,2025,0.258,0.693,0.174,-0.003,0.093,0.16,0.189,0.547,0.159,0.116,4.74,
AP_ANP_00354_C3,Ravi Teja,Summer,2025,0.258,0.693,0.174,-0.003,0.093,0.16,0.189,0.547,0.159,0.116,4.74,
AP_ANP_00355_C1,Krishna Murthy,Kharif,2025,0.726,0.719,0.452,0.168,0.039,0.336,0.105,0.625,0.19,0.278,15.44,
AP_ANP_00355_C2,Anuradha V,Kharif,2025,0.726,0.719,0.452,0.168,0.039,0.336,0.105,0.625,0.19,0.278,15.44,
AP_ANP_00355_C3,Narasimha Rao,Kharif,2025,0.726,0.719,0.452,0.168,0.039,0.336,0.105,0.625,0.19,0.278,15.44,
AP_ANP_00355_C1,Krishna Murthy,Rabi,2025,0.725,0.351,0.452,0.102,0.326,0.409,0.036,0.286,0.298,0.093,6.91,
AP_ANP_00355_C2,Anuradha V,Rabi,2025,0.725,0.351,0.452,0.102,0.326,0.409,0.036,0.286,0.298,0.093,6.91,
AP_ANP_00355_C3,Narasimha Rao,Rabi,2025,0.725,0.351,0.452,0.102,0.326,0.409,0.036,0.286,0.298,0.093,6.91,
AP_ANP_00355_C1,Krishna Murthy,Summer,2025,0.259,0.72,0.798,0.077,0.144,0.282,0.258,0.276,0.395,0.214,4.12,
AP_ANP_00355_C2,Anuradha V,Summer,2025,0.259,0.72,0.798,0.077,0.144,0.282,0.258,0.276,0.395,0.214,4.12,
AP_ANP_00355_C3,Narasimha Rao,Summer,2025,0.259,0.72,0.798,0.077,0.144,0.282,0.258,0.276,0.395,0.214,4.12,
AP_ANP_00356_C1,Padma Kumari,Kharif,2025,0.691,0.567,0.314,0.119,0.123,0.081,0.261,0.521,0.336,0.278,8.21,
AP_ANP_00356_C2,Krishna Murthy,Kharif,2025,0.691,0.567,0.314,0.119,0.123,0.081,0.261,0.521,0.336,0.278,8.21,
AP_ANP_00356_C3,Anuradha V,Kharif,2025,0.691,0.567,0.314,0.119,0.123,0.081,0.261,0.521,0.336,0.278,8.21,
AP_ANP_00356_C1,Padma Kumari,Rabi,2025,0.467,0.226,0.218,0.199,0.254,0.118,0.099,0.509,0.275,0.333,12.47,
AP_ANP_00356_C2,Krishna Murthy,Rabi,2025,0.467,0.226,0.218,0.199,0.254,0.118,0.099,0.509,0.275,0.333,12.47,
AP_ANP_00356_C3,Anuradha V,Rabi,2025,0.467,0.226,0.218,0.199,0.254,0.118,0.099,0.509,0.275,0.333,12.47,
AP_ANP_00356_C1,Padma Kumari,Summer,2025,0.458,0.326,0.36,0.093,0.165,0.159,0.296,0.729,0.132,0.052,0.86,
AP_ANP_00356_C2,Krishna Murthy,Summer,2025,0.458,0.326,0.36,0.093,0.165,0.159,0.296,0.729,0.132,0.052,0.86,
AP_ANP_00356_C3,Anuradha V,Summer,2025,0.458,0.326,0.36,0.093,0.165,0.159,0.296,0.729,0.132,0.052,0.86,
AP_ANP_00357_C1,Srinivas Reddy,Kharif,2025,0.635,0.47,0.708,0.129,0.263,0.121,0.126,0.53,0.455,0.386,18.19,
AP_ANP_00357_C2,Padma Kumari,Kharif,2025,0.635,0.47,0.708,0.129,0.263,0.121,0.126,0.53,0.455,0.386,18.19,
AP_ANP_00357_C3,Krishna Murthy,Kharif,2025,0.635,0.47,0.708,0.129,0.263,0.121,0.126,0.53,0.455,0.386,18.19,
AP_ANP_00357_C1,Srinivas Reddy,Rabi,2025,0.578,0.217,0.517,0.189,0.102,0.211,0.194,0.367,0.076,0.054,0.44,
AP_ANP_00357_C2,Padma Kumari,Rabi,2025,0.578,0.217,0.517,0.189,0.102,0.211,0.194,0.367,0.076,0.054,0.44,
AP_ANP_00357_C3,Krishna Murthy,Rabi,2025,0.578,0.217,0.517,0.189,0.102,0.211,0.194,0.367,0.076,0.054,0.44,
AP_ANP_00357_C1,Srinivas Reddy,Summer,2025,0.203,0.294,0.294,-0.028,0.346,0.159,0.047,0.555,0.479,0.321,5.92,
AP_ANP_00357_C2,Padma Kumari,Summer,2025,0.203,0.294,0.294,-0.028,0.346,0.159,0.047,0.555,0.479,0.321,5.92,
AP_ANP_00357_C3,Krishna Murthy,Summer,2025,0.203,0.294,0.294,-0.028,0.346,0.159,0.047,0.555,0.479,0.321,5.92,
AP_ANP_00358_C1,Venkatesh Rao,Kharif,2025,0.747,0.587,0.583,0.279,0.307,0.395,0.178,0.479,0.371,0.377,0.11,
AP_ANP_00358_C2,Srinivas Reddy,Kharif,2025,0.747,0.587,0.583,0.279,0.307,0.395,0.178,0.479,0.371,0.377,0.11,
AP_ANP_00358_C3,Padma Kumari,Kharif,2025,0.747,0.587,0.583,0.279,0.307,0.395,0.178,0.479,0.371,0.377,0.11,
AP_ANP_00358_C1,Venkatesh Rao,Rabi,2025,0.747,0.432,0.717,0.087,0.094,0.23,0.048,0.457,0.139,0.195,7.47,
AP_ANP_00358_C2,Srinivas Reddy,Rabi,2025,0.747,0.432,0.717,0.087,0.094,0.23,0.048,0.457,0.139,0.195,7.47,
AP_ANP_00358_C3,Padma Kumari,Rabi,2025,0.747,0.432,0.717,0.087,0.094,0.23,0.048,0.457,0.139,0.195,7.47,
AP_ANP_00358_C1,Venkatesh Rao,Summer,2025,0.597,0.219,0.622,0.149,0.037,0.043,0.041,0.828,0.52,0.128,3.23,
AP_ANP_00358_C2,Srinivas Reddy,Summer,2025,0.597,0.219,0.622,0.149,0.037,0.043,0.041,0.828,0.52,0.128,3.23,
AP_ANP_00358_C3,Padma Kumari,Summer,2025,0.597,0.219,0.622,0.149,0.037,0.043,0.041,0.828,0.52,0.128,3.23,
AP_ANP_00359_C1,Lakshmi Reddy,Kharif,2025,0.634,0.492,0.294,0.229,0.27,0.16,0.277,0.627,0.268,0.366,16.36,
AP_ANP_00359_C2,Venkatesh Rao,Kharif,2025,0.634,0.492,0.294,0.229,0.27,0.16,0.277,0.627,0.268,0.366,16.36,
AP_ANP_00359_C3,Srinivas Reddy,Kharif,2025,0.634,0.492,0.294,0.229,0.27,0.16,0.277,0.627,0.268,0.366,16.36,
AP_ANP_00359_C1,Lakshmi Reddy,Rabi,2025,0.502,0.712,0.257,0.118,0.034,0.221,0.242,0.702,0.51,0.263,2.0,
AP_ANP_00359_C2,Venkatesh Rao,Rabi,2025,0.502,0.712,0.257,0.118,0.034,0.221,0.242,0.702,0.51,0.263,2.0,
AP_ANP_00359_C3,Srinivas Reddy,Rabi,2025,0.502,0.712,0.257,0.118,0.034,0.221,0.242,0.702,0.51,0.263,2.0,
AP_ANP_00359_C1,Lakshmi Reddy,Summer,2025,0.435,0.206,0.262,0.106,0.024,0.279,0.267,0.636,0.541,0.075,18.06,
AP_ANP_00359_C2,Venkatesh Rao,Summer,2025,0.435,0.206,0.262,0.106,0.024,0.279,0.267,0.636,0.541,0.075,18.06,
AP_ANP_00359_C3,Srinivas Reddy,Summer,2025,0.435,0.206,0.262,0.106,0.024,0.279,0.267,0.636,0.541,0.075,18.06,
AP_ANP_00360_C1,Venkat Ramaiah,Kharif,2025,0.835,0.734,0.337,0.179,0.313,0.4,0.23,0.566,0.11,0.263,7.14,
AP_ANP_00360_C2,Nagarjuna Reddy,Kharif,2025,0.835,0.734,0.337,0.179,0.313,0.4,0.23,0.566,0.11,0.263,7.14,
AP_ANP_00360_C3,Vijayalakshmi,Kharif,2025,0.835,0.734,0.337,0.179,0.313,0.4,0.23,0.566,0.11,0.263,7.14,
AP_ANP_00360_C1,Venkat Ramaiah,Rabi,2025,0.677,0.696,0.16,0.202,0.287,0.424,0.239,0.285,0.091,0.058,12.57,
AP_ANP_00360_C2,Nagarjuna Reddy,Rabi,2025,0.677,0.696,0.16,0.202,0.287,0.424,0.239,0.285,0.091,0.058,12.57,
AP_ANP_00360_C3,Vijayalakshmi,Rabi,2025,0.677,0.696,0.16,0.202,0.287,0.424,0.239,0.285,0.091,0.058,12.57,
AP_ANP_00360_C1,Venkat Ramaiah,Summer,2025,0.452,0.389,0.366,0.147,0.226,0.377,0.282,0.722,0.263,0.304,17.13,
AP_ANP_00360_C2,Nagarjuna Reddy,Summer,2025,0.452,0.389,0.366,0.147,0.226,0.377,0.282,0.722,0.263,0.304,17.13,
AP_ANP_00360_C3,Vijayalakshmi,Summer,2025,0.452,0.389,0.366,0.147,0.226,0.377,0.282,0.722,0.263,0.304,17.13,
AP_ANP_00361_C1,Gopal Reddy,Kharif,2025,0.722,0.252,0.15,0.154,0.257,0.077,0.081,0.394,0.33,0.209,13.49,
AP_ANP_00361_C2,Venkat Ramaiah,Kharif,2025,0.722,0.252,0.15,0.154,0.257,0.077,0.081,0.394,0.33,0.209,13.49,
AP_ANP_00361_C3,Nagarjuna Reddy,Kharif,2025,0.722,0.252,0.15,0.154,0.257,0.077,0.081,0.394,0.33,0.209,13.49,
AP_ANP_00361_C1,Gopal Reddy,Rabi,2025,0.419,0.45,0.369,0.075,0.118,0.058,0.27,0.65,0.111,0.076,19.5,
AP_ANP_00361_C2,Venkat Ramaiah,Rabi,2025,0.419,0.45,0.369,0.075,0.118,0.058,0.27,0.65,0.111,0.076,19.5,
AP_ANP_00361_C3,Nagarjuna Reddy,Rabi,2025,0.419,0.45,0.369,0.075,0.118,0.058,0.27,0.65,0.111,0.076,19.5,
AP_ANP_00361_C1,Gopal Reddy,Summer,2025,0.472,0.571,0.642,0.033,0.277,0.231,0.135,0.207,0.513,0.291,4.06,
AP_ANP_00361_C2,Venkat Ramaiah,Summer,2025,0.472,0.571,0.642,0.033,0.277,0.231,0.135,0.207,0.513,0.291,4.06,
AP_ANP_00361_C3,Nagarjuna Reddy,Summer,2025,0.472,0.571,0.642,0.033,0.277,0.231,0.135,0.207,0.513,0.291,4.06,
AP_ANP_00362_C1,Bhavani S,Kharif,2025,0.872,0.744,0.718,0.329,0.349,0.133,0.254,0.735,0.165,0.089,19.59,
AP_ANP_00362_C2,Gopal Reddy,Kharif,2025,0.872,0.744,0.718,0.329,0.349,0.133,0.254,0.735,0.165,0.089,19.59,
AP_ANP_00362_C3,Venkat Ramaiah,Kharif,2025,0.872,0.744,0.718,0.329,0.349,0.133,0.254,0.735,0.165,0.089,19.59,
AP_ANP_00362_C1,Bhavani S,Rabi,2025,0.504,0.152,0.164,0.224,0.174,0.13,0.21,0.568,0.089,0.115,7.76,
AP_ANP_00362_C2,Gopal Reddy,Rabi,2025,0.504,0.152,0.164,0.224,0.174,0.13,0.21,0.568,0.089,0.115,7.76,
AP_ANP_00362_C3,Venkat Ramaiah,Rabi,2025,0.504,0.152,0.164,0.224,0.174,0.13,0.21,0.568,0.089,0.115,7.76,
AP_ANP_00362_C1,Bhavani S,Summer,2025,0.274,0.4,0.211,0.108,0.18,0.068,0.047,0.356,0.48,0.42,16.53,
AP_ANP_00362_C2,Gopal Reddy,Summer,2025,0.274,0.4,0.211,0.108,0.18,0.068,0.047,0.356,0.48,0.42,16.53,
AP_ANP_00362_C3,Venkat Ramaiah,Summer,2025,0.274,0.4,0.211,0.108,0.18,0.068,0.047,0.356,0.48,0.42,16.53,
AP_ANP_00363_C1,Ravi Teja,Kharif,2025,0.667,0.479,0.619,0.168,0.348,0.085,0.024,0.651,0.466,0.389,13.57,
AP_ANP_00363_C2,Bhavani S,Kharif,2025,0.667,0.479,0.619,0.168,0.348,0.085,0.024,0.651,0.466,0.389,13.57,
AP_ANP_00363_C3,Gopal Reddy,Kharif,2025,0.667,0.479,0.619,0.168,0.348,0.085,0.024,0.651,0.466,0.389,13.57,
AP_ANP_00363_C1,Ravi Teja,Rabi,2025,0.734,0.698,0.779,0.152,0.3,0.16,0.067,0.556,0.277,0.401,2.0,
AP_ANP_00363_C2,Bhavani S,Rabi,2025,0.734,0.698,0.779,0.152,0.3,0.16,0.067,0.556,0.277,0.401,2.0,
AP_ANP_00363_C3,Gopal Reddy,Rabi,2025,0.734,0.698,0.779,0.152,0.3,0.16,0.067,0.556,0.277,0.401,2.0,
AP_ANP_00363_C1,Ravi Teja,Summer,2025,0.303,0.207,0.358,0.1,0.148,0.291,0.056,0.759,0.274,0.417,9.36,
AP_ANP_00363_C2,Bhavani S,Summer,2025,0.303,0.207,0.358,0.1,0.148,0.291,0.056,0.759,0.274,0.417,9.36,
AP_ANP_00363_C3,Gopal Reddy,Summer,2025,0.303,0.207,0.358,0.1,0.148,0.291,0.056,0.759,0.274,0.417,9.36,
AP_ANP_00364_C1,Narasimha Rao,Kharif,2025,0.646,0.152,0.496,0.135,0.055,0.195,0.181,0.379,0.138,0.36,18.94,
AP_ANP_00364_C2,Ravi Teja,Kharif,2025,0.646,0.152,0.496,0.135,0.055,0.195,0.181,0.379,0.138,0.36,18.94,
AP_ANP_00364_C3,Bhavani S,Kharif,2025,0.646,0.152,0.496,0.135,0.055,0.195,0.181,0.379,0.138,0.36,18.94,
AP_ANP_00364_C1,Narasimha Rao,Rabi,2025,0.435,0.726,0.175,0.081,0.343,0.032,0.263,0.4,0.519,0.177,13.09,
AP_ANP_00364_C2,Ravi Teja,Rabi,2025,0.435,0.726,0.175,0.081,0.343,0.032,0.263,0.4,0.519,0.177,13.09,
AP_ANP_00364_C3,Bhavani S,Rabi,2025,0.435,0.726,0.175,0.081,0.343,0.032,0.263,0.4,0.519,0.177,13.09,
AP_ANP_00364_C1,Narasimha Rao,Summer,2025,0.232,0.614,0.494,-0.002,0.326,0.21,0.262,0.492,0.54,0.434,6.58,
AP_ANP_00364_C2,Ravi Teja,Summer,2025,0.232,0.614,0.494,-0.002,0.326,0.21,0.262,0.492,0.54,0.434,6.58,
AP_ANP_00364_C3,Bhavani S,Summer,2025,0.232,0.614,0.494,-0.002,0.326,0.21,0.262,0.492,0.54,0.434,6.58,
AP_ANP_00365_C1,Anuradha V,Kharif,2025,0.86,0.276,0.556,0.312,0.044,0.381,0.061,0.246,0.25,0.281,17.1,
AP_ANP_00365_C2,Narasimha Rao,Kharif,2025,0.86,0.276,0.556,0.312,0.044,0.381,0.061,0.246,0.25,0.281,17.1,
AP_ANP_00365_C3,Ravi Teja,Kharif,2025,0.86,0.276,0.556,0.312,0.044,0.381,0.061,0.246,0.25,0.281,17.1,
AP_ANP_00365_C1,Anuradha V,Rabi,2025,0.741,0.186,0.637,0.138,0.207,0.218,0.1,0.527,0.219,0.353,10.88,
AP_ANP_00365_C2,Narasimha Rao,Rabi,2025,0.741,0.186,0.637,0.138,0.207,0.218,0.1,0.527,0.219,0.353,10.88,
AP_ANP_00365_C3,Ravi Teja,Rabi,2025,0.741,0.186,0.637,0.138,0.207,0.218,0.1,0.527,0.219,0.353,10.88,
AP_ANP_00365_C1,Anuradha V,Summer,2025,0.551,0.293,0.703,0.059,0.204,0.117,0.191,0.433,0.472,0.231,14.53,
AP_ANP_00365_C2,Narasimha Rao,Summer,2025,0.551,0.293,0.703,0.059,0.204,0.117,0.191,0.433,0.472,0.231,14.53,
AP_ANP_00365_C3,Ravi Teja,Summer,2025,0.551,0.293,0.703,0.059,0.204,0.117,0.191,0.433,0.472,0.231,14.53,
AP_ANP_00366_C1,Krishna Murthy,Kharif,2025,0.583,0.74,0.675,0.199,0.073,0.147,0.106,0.623,0.428,0.35,10.2,
AP_ANP_00366_C2,Anuradha V,Kharif,2025,0.583,0.74,0.675,0.199,0.073,0.147,0.106,0.623,0.428,0.35,10.2,
AP_ANP_00366_C3,Narasimha Rao,Kharif,2025,0.583,0.74,0.675,0.199,0.073,0.147,0.106,0.623,0.428,0.35,10.2,
AP_ANP_00366_C1,Krishna Murthy,Rabi,2025,0.684,0.224,0.517,0.137,0.334,0.363,0.178,0.62,0.515,0.221,6.63,
AP_ANP_00366_C2,Anuradha V,Rabi,2025,0.684,0.224,0.517,0.137,0.334,0.363,0.178,0.62,0.515,0.221,6.63,
AP_ANP_00366_C3,Narasimha Rao,Rabi,2025,0.684,0.224,0.517,0.137,0.334,0.363,0.178,0.62,0.515,0.221,6.63,
AP_ANP_00366_C1,Krishna Murthy,Summer,2025,0.591,0.344,0.451,0.123,0.157,0.093,0.288,0.463,0.488,0.126,10.96,
AP_ANP_00366_C2,Anuradha V,Summer,2025,0.591,0.344,0.451,0.123,0.157,0.093,0.288,0.463,0.488,0.126,10.96,
AP_ANP_00366_C3,Narasimha Rao,Summer,2025,0.591,0.344,0.451,0.123,0.157,0.093,0.288,0.463,0.488,0.126,10.96,
AP_ANP_00367_C1,Padma Kumari,Kharif,2025,0.558,0.499,0.557,0.291,0.037,0.119,0.032,0.388,0.364,0.276,12.24,
AP_ANP_00367_C2,Krishna Murthy,Kharif,2025,0.558,0.499,0.557,0.291,0.037,0.119,0.032,0.388,0.364,0.276,12.24,
AP_ANP_00367_C3,Anuradha V,Kharif,2025,0.558,0.499,0.557,0.291,0.037,0.119,0.032,0.388,0.364,0.276,12.24,
AP_ANP_00367_C1,Padma Kumari,Rabi,2025,0.592,0.297,0.239,0.105,0.3,0.289,0.064,0.315,0.487,0.347,13.19,
AP_ANP_00367_C2,Krishna Murthy,Rabi,2025,0.592,0.297,0.239,0.105,0.3,0.289,0.064,0.315,0.487,0.347,13.19,
AP_ANP_00367_C3,Anuradha V,Rabi,2025,0.592,0.297,0.239,0.105,0.3,0.289,0.064,0.315,0.487,0.347,13.19,
AP_ANP_00367_C1,Padma Kumari,Summer,2025,0.363,0.738,0.668,0.002,0.12,0.386,0.23,0.393,0.263,0.124,2.22,
AP_ANP_00367_C2,Krishna Murthy,Summer,2025,0.363,0.738,0.668,0.002,0.12,0.386,0.23,0.393,0.263,0.124,2.22,
AP_ANP_00367_C3,Anuradha V,Summer,2025,0.363,0.738,0.668,0.002,0.12,0.386,0.23,0.393,0.263,0.124,2.22,
AP_ANP_00368_C1,Srinivas Reddy,Kharif,2025,0.803,0.642,0.797,0.167,0.045,0.229,0.243,0.713,0.43,0.19,9.08,
AP_ANP_00368_C2,Padma Kumari,Kharif,2025,0.803,0.642,0.797,0.167,0.045,0.229,0.243,0.713,0.43,0.19,9.08,
AP_ANP_00368_C3,Krishna Murthy,Kharif,2025,0.803,0.642,0.797,0.167,0.045,0.229,0.243,0.713,0.43,0.19,9.08,
AP_ANP_00368_C1,Srinivas Reddy,Rabi,2025,0.608,0.347,0.75,0.245,0.109,0.445,0.204,0.501,0.357,0.159,5.48,
AP_ANP_00368_C2,Padma Kumari,Rabi,2025,0.608,0.347,0.75,0.245,0.109,0.445,0.204,0.501,0.357,0.159,5.48,
AP_ANP_00368_C3,Krishna Murthy,Rabi,2025,0.608,0.347,0.75,0.245,0.109,0.445,0.204,0.501,0.357,0.159,5.48,
AP_ANP_00368_C1,Srinivas Reddy,Summer,2025,0.245,0.359,0.646,-0.027,0.221,0.073,0.257,0.591,0.53,0.318,3.5,
AP_ANP_00368_C2,Padma Kumari,Summer,2025,0.245,0.359,0.646,-0.027,0.221,0.073,0.257,0.591,0.53,0.318,3.5,
AP_ANP_00368_C3,Krishna Murthy,Summer,2025,0.245,0.359,0.646,-0.027,0.221,0.073,0.257,0.591,0.53,0.318,3.5,
AP_ANP_00369_C1,Venkatesh Rao,Kharif,2025,0.716,0.167,0.16,0.262,0.063,0.136,0.135,0.517,0.119,0.319,11.92,
AP_ANP_00369_C2,Srinivas Reddy,Kharif,2025,0.716,0.167,0.16,0.262,0.063,0.136,0.135,0.517,0.119,0.319,11.92,
AP_ANP_00369_C3,Padma Kumari,Kharif,2025,0.716,0.167,0.16,0.262,0.063,0.136,0.135,0.517,0.119,0.319,11.92,
AP_ANP_00369_C1,Venkatesh Rao,Rabi,2025,0.503,0.197,0.405,0.053,0.071,0.188,0.192,0.556,0.166,0.188,12.28,
AP_ANP_00369_C2,Srinivas Reddy,Rabi,2025,0.503,0.197,0.405,0.053,0.071,0.188,0.192,0.556,0.166,0.188,12.28,
AP_ANP_00369_C3,Padma Kumari,Rabi,2025,0.503,0.197,0.405,0.053,0.071,0.188,0.192,0.556,0.166,0.188,12.28,
AP_ANP_00369_C1,Venkatesh Rao,Summer,2025,0.544,0.482,0.385,0.101,0.14,0.399,0.021,0.842,0.382,0.322,0.76,
AP_ANP_00369_C2,Srinivas Reddy,Summer,2025,0.544,0.482,0.385,0.101,0.14,0.399,0.021,0.842,0.382,0.322,0.76,
AP_ANP_00369_C3,Padma Kumari,Summer,2025,0.544,0.482,0.385,0.101,0.14,0.399,0.021,0.842,0.382,0.322,0.76,
AP_ANP_00370_C1,Nagarjuna Reddy,Kharif,2025,0.762,0.213,0.331,0.221,0.314,0.261,0.13,0.247,0.407,0.331,12.28,
AP_ANP_00370_C2,Vijayalakshmi,Kharif,2025,0.762,0.213,0.331,0.221,0.314,0.261,0.13,0.247,0.407,0.331,12.28,
AP_ANP_00370_C3,Subba Rao,Kharif,2025,0.762,0.213,0.331,0.221,0.314,0.261,0.13,0.247,0.407,0.331,12.28,
AP_ANP_00370_C1,Nagarjuna Reddy,Rabi,2025,0.579,0.506,0.302,0.137,0.331,0.277,0.1,0.492,0.453,0.115,5.86,
AP_ANP_00370_C2,Vijayalakshmi,Rabi,2025,0.579,0.506,0.302,0.137,0.331,0.277,0.1,0.492,0.453,0.115,5.86,
AP_ANP_00370_C3,Subba Rao,Rabi,2025,0.579,0.506,0.302,0.137,0.331,0.277,0.1,0.492,0.453,0.115,5.86,
AP_ANP_00370_C1,Nagarjuna Reddy,Summer,2025,0.472,0.626,0.235,0.013,0.272,0.059,0.014,0.784,0.341,0.191,4.65,
AP_ANP_00370_C2,Vijayalakshmi,Summer,2025,0.472,0.626,0.235,0.013,0.272,0.059,0.014,0.784,0.341,0.191,4.65,
AP_ANP_00370_C3,Subba Rao,Summer,2025,0.472,0.626,0.235,0.013,0.272,0.059,0.014,0.784,0.341,0.191,4.65,
AP_ANP_00371_C1,Venkat Ramaiah,Kharif,2025,0.766,0.745,0.789,0.227,0.23,0.216,0.152,0.644,0.101,0.181,1.51,
AP_ANP_00371_C2,Nagarjuna Reddy,Kharif,2025,0.766,0.745,0.789,0.227,0.23,0.216,0.152,0.644,0.101,0.181,1.51,
AP_ANP_00371_C3,Vijayalakshmi,Kharif,2025,0.766,0.745,0.789,0.227,0.23,0.216,0.152,0.644,0.101,0.181,1.51,
AP_ANP_00371_C1,Venkat Ramaiah,Rabi,2025,0.426,0.441,0.66,0.089,0.18,0.171,0.034,0.558,0.186,0.296,19.54,
AP_ANP_00371_C2,Nagarjuna Reddy,Rabi,2025,0.426,0.441,0.66,0.089,0.18,0.171,0.034,0.558,0.186,0.296,19.54,
AP_ANP_00371_C3,Vijayalakshmi,Rabi,2025,0.426,0.441,0.66,0.089,0.18,0.171,0.034,0.558,0.186,0.296,19.54,
AP_ANP_00371_C1,Venkat Ramaiah,Summer,2025,0.245,0.434,0.78,-0.008,0.275,0.407,0.107,0.845,0.101,0.071,17.11,
AP_ANP_00371_C2,Nagarjuna Reddy,Summer,2025,0.245,0.434,0.78,-0.008,0.275,0.407,0.107,0.845,0.101,0.071,17.11,
AP_ANP_00371_C3,Vijayalakshmi,Summer,2025,0.245,0.434,0.78,-0.008,0.275,0.407,0.107,0.845,0.101,0.071,17.11,
AP_ANP_00372_C1,Gopal Reddy,Kharif,2025,0.875,0.218,0.172,0.123,0.054,0.118,0.291,0.634,0.439,0.36,10.7,
AP_ANP_00372_C2,Venkat Ramaiah,Kharif,2025,0.875,0.218,0.172,0.123,0.054,0.118,0.291,0.634,0.439,0.36,10.7,
AP_ANP_00372_C3,Nagarjuna Reddy,Kharif,2025,0.875,0.218,0.172,0.123,0.054,0.118,0.291,0.634,0.439,0.36,10.7,
AP_ANP_00372_C1,Gopal Reddy,Rabi,2025,0.679,0.339,0.515,0.169,0.196,0.376,0.295,0.467,0.432,0.09,15.54,
AP_ANP_00372_C2,Venkat Ramaiah,Rabi,2025,0.679,0.339,0.515,0.169,0.196,0.376,0.295,0.467,0.432,0.09,15.54,
AP_ANP_00372_C3,Nagarjuna Reddy,Rabi,2025,0.679,0.339,0.515,0.169,0.196,0.376,0.295,0.467,0.432,0.09,15.54,
AP_ANP_00372_C1,Gopal Reddy,Summer,2025,0.349,0.368,0.547,-0.042,0.059,0.418,0.033,0.805,0.404,0.182,7.82,
AP_ANP_00372_C2,Venkat Ramaiah,Summer,2025,0.349,0.368,0.547,-0.042,0.059,0.418,0.033,0.805,0.404,0.182,7.82,
AP_ANP_00372_C3,Nagarjuna Reddy,Summer,2025,0.349,0.368,0.547,-0.042,0.059,0.418,0.033,0.805,0.404,0.182,7.82,
AP_ANP_00373_C1,Bhavani S,Kharif,2025,0.809,0.553,0.403,0.25,0.181,0.446,0.072,0.472,0.196,0.356,15.28,
AP_ANP_00373_C2,Gopal Reddy,Kharif,2025,0.809,0.553,0.403,0.25,0.181,0.446,0.072,0.472,0.196,0.356,15.28,
AP_ANP_00373_C3,Venkat Ramaiah,Kharif,2025,0.809,0.553,0.403,0.25,0.181,0.446,0.072,0.472,0.196,0.356,15.28,
