parcel_id,farmer_name,season,year,soil_type,soil_texture,soil_depth_cm,pH,organic_carbon,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,sulphur_ppm,zinc_ppm,electrical_conductivity,drainage_class,soil_fertility_score
AP_ANP_00340_C1,Bhavani S,Summer,2025,Red Loamy Soil,Loamy,127,6.25,0.37,378,27,392,23.98,2.91,0.94,Good,
AP_ANP_00340_C2,Gopal Reddy,Summer,2025,Red Loamy Soil,Loamy,127,6.25,0.37,378,27,392,23.98,2.91,0.94,Good,
AP_ANP_00340_C3,Venkat Ramaiah,Summer,2025,Red Loamy Soil,Loamy,127,6.25,0.37,378,27,392,23.98,2.91,0.94,Good,
AP_ANP_00341_C1,Ravi Teja,Kharif,2025,Sandy Loam,Loamy,103,6.75,0.43,209,17,138,14.14,1.25,0.67,Poor,
AP_ANP_00341_C2,Bhavani S,Kharif,2025,Sandy Loam,Loamy,103,6.75,0.43,209,17,138,14.14,1.25,0.67,Poor,
AP_ANP_00341_C3,Gopal Reddy,Kharif,2025,Sandy Loam,Loamy,103,6.75,0.43,209,17,138,14.14,1.25,0.67,Poor,
AP_ANP_00341_C1,Ravi Teja,Rabi,2025,Sandy Loam,Loamy,103,6.75,0.43,209,17,138,14.14,1.25,0.67,Poor,
AP_ANP_00341_C2,Bhavani S,Rabi,2025,Sandy Loam,Loamy,103,6.75,0.43,209,17,138,14.14,1.25,0.67,Poor,
AP_ANP_00341_C3,Gopal Reddy,Rabi,2025,Sandy Loam,Loamy,103,6.75,0.43,209,17,138,14.14,1.25,0.67,Poor,
AP_ANP_00341_C1,Ravi Teja,Summer,2025,Sandy Loam,Loamy,103,6.75,0.43,209,17,138,14.14,1.25,0.67,Poor,
AP_ANP_00341_C2,Bhavani S,Summer,2025,Sandy Loam,Loamy,103,6.75,0.43,209,17,138,14.14,1.25,0.67,Poor,
AP_ANP_00341_C3,Gopal Reddy,Summer,2025,Sandy Loam,Loamy,103,6.75,0.43,209,17,138,14.14,1.25,0.67,Poor,
AP_ANP_00342_C1,Narasimha Rao,Kharif,2025,Black Cotton Soil,Clay,121,6.86,1.06,276,30,377,17.11,1.12,1.17,Moderate,
AP_ANP_00342_C2,Ravi Teja,Kharif,2025,Black Cotton Soil,Clay,121,6.86,1.06,276,30,377,17.11,1.12,1.17,Moderate,
AP_ANP_00342_C3,Bhavani S,Kharif,2025,Black Cotton Soil,Clay,121,6.86,1.06,276,30,377,17.11,1.12,1.17,Moderate,
AP_ANP_00342_C1,Narasimha Rao,Rabi,2025,Black Cotton Soil,Clay,121,6.86,1.06,276,30,377,17.11,1.12,1.17,Moderate,
AP_ANP_00342_C2,Ravi Teja,Rabi,2025,Black Cotton Soil,Clay,121,6.86,1.06,276,30,377,17.11,1.12,1.17,Moderate,
AP_ANP_00342_C3,Bhavani S,Rabi,2025,Black Cotton Soil,Clay,121,6.86,1.06,276,30,377,17.11,1.12,1.17,Moderate,
AP_ANP_00342_C1,Narasimha Rao,Summer,2025,Black Cotton Soil,Clay,121,6.86,1.06,276,30,377,17.11,1.12,1.17,Moderate,
AP_ANP_00342_C2,Ravi Teja,Summer,2025,Black Cotton Soil,Clay,121,6.86,1.06,276,30,377,17.11,1.12,1.17,Moderate,
AP_ANP_00342_C3,Bhavani S,Summer,2025,Black Cotton Soil,Clay,121,6.86,1.06,276,30,377,17.11,1.12,1.17,Moderate,
AP_ANP_00343_C1,Anuradha V,Kharif,2025,Red Loamy Soil,Loamy,63,7.56,0.47,339,30,244,16.04,2.96,0.85,Good,
AP_ANP_00343_C2,Narasimha Rao,Kharif,2025,Red Loamy Soil,Loamy,63,7.56,0.47,339,30,244,16.04,2.96,0.85,Good,
AP_ANP_00343_C3,Ravi Teja,Kharif,2025,Red Loamy Soil,Loamy,63,7.56,0.47,339,30,244,16.04,2.96,0.85,Good,
AP_ANP_00343_C1,Anuradha V,Rabi,2025,Red Loamy Soil,Loamy,63,7.56,0.47,339,30,244,16.04,2.96,0.85,Good,
AP_ANP_00343_C2,Narasimha Rao,Rabi,2025,Red Loamy Soil,Loamy,63,7.56,0.47,339,30,244,16.04,2.96,0.85,Good,
AP_ANP_00343_C3,Ravi Teja,Rabi,2025,Red Loamy Soil,Loamy,63,7.56,0.47,339,30,244,16.04,2.96,0.85,Good,
AP_ANP_00343_C1,Anuradha V,Summer,2025,Red Loamy Soil,Loamy,63,7.56,0.47,339,30,244,16.04,2.96,0.85,Good,
AP_ANP_00343_C2,Narasimha Rao,Summer,2025,Red Loamy Soil,Loamy,63,7.56,0.47,339,30,244,16.04,2.96,0.85,Good,
AP_ANP_00343_C3,Ravi Teja,Summer,2025,Red Loamy Soil,Loamy,63,7.56,0.47,339,30,244,16.04,2.96,0.85,Good,
AP_ANP_00344_C1,Krishna Murthy,Kharif,2025,Clay Loam,Loamy,48,6.48,0.55,167,19,205,12.85,1.75,1.7,Poor,
AP_ANP_00344_C2,Anuradha V,Kharif,2025,Clay Loam,Loamy,48,6.48,0.55,167,19,205,12.85,1.75,1.7,Poor,
AP_ANP_00344_C3,Narasimha Rao,Kharif,2025,Clay Loam,Loamy,48,6.48,0.55,167,19,205,12.85,1.75,1.7,Poor,
AP_ANP_00344_C1,Krishna Murthy,Rabi,2025,Clay Loam,Loamy,48,6.48,0.55,167,19,205,12.85,1.75,1.7,Poor,
AP_ANP_00344_C2,Anuradha V,Rabi,2025,Clay Loam,Loamy,48,6.48,0.55,167,19,205,12.85,1.75,1.7,Poor,
AP_ANP_00344_C3,Narasimha Rao,Rabi,2025,Clay Loam,Loamy,48,6.48,0.55,167,19,205,12.85,1.75,1.7,Poor,
AP_ANP_00344_C1,Krishna Murthy,Summer,2025,Clay Loam,Loamy,48,6.48,0.55,167,19,205,12.85,1.75,1.7,Poor,
AP_ANP_00344_C2,Anuradha V,Summer,2025,Clay Loam,Loamy,48,6.48,0.55,167,19,205,12.85,1.75,1.7,Poor,
AP_ANP_00344_C3,Narasimha Rao,Summer,2025,Clay Loam,Loamy,48,6.48,0.55,167,19,205,12.85,1.75,1.7,Poor,
AP_ANP_00345_C1,Padma Kumari,Kharif,2025,Red Sandy Loam,Loamy,130,7.31,0.67,350,19,137,25.96,1.28,1.73,Moderate,
AP_ANP_00345_C2,Krishna Murthy,Kharif,2025,Red Sandy Loam,Loamy,130,7.31,0.67,350,19,137,25.96,1.28,1.73,Moderate,
AP_ANP_00345_C3,Anuradha V,Kharif,2025,Red Sandy Loam,Loamy,130,7.31,0.67,350,19,137,25.96,1.28,1.73,Moderate,
AP_ANP_00345_C1,Padma Kumari,Rabi,2025,Red Sandy Loam,Loamy,130,7.31,0.67,350,19,137,25.96,1.28,1.73,Moderate,
AP_ANP_00345_C2,Krishna Murthy,Rabi,2025,Red Sandy Loam,Loamy,130,7.31,0.67,350,19,137,25.96,1.28,1.73,Moderate,
AP_ANP_00345_C3,Anuradha V,Rabi,2025,Red Sandy Loam,Loamy,130,7.31,0.67,350,19,137,25.96,1.28,1.73,Moderate,
AP_ANP_00345_C1,Padma Kumari,Summer,2025,Red Sandy Loam,Loamy,130,7.31,0.67,350,19,137,25.96,1.28,1.73,Moderate,
AP_ANP_00345_C2,Krishna Murthy,Summer,2025,Red Sandy Loam,Loamy,130,7.31,0.67,350,19,137,25.96,1.28,1.73,Moderate,
AP_ANP_00345_C3,Anuradha V,Summer,2025,Red Sandy Loam,Loamy,130,7.31,0.67,350,19,137,25.96,1.28,1.73,Moderate,
AP_ANP_00346_C1,Srinivas Reddy,Kharif,2025,Black Cotton Soil,Clay,128,7.28,1.1,258,24,328,17.75,2.29,1.07,Moderate,
AP_ANP_00346_C2,Padma Kumari,Kharif,2025,Black Cotton Soil,Clay,128,7.28,1.1,258,24,328,17.75,2.29,1.07,Moderate,
AP_ANP_00346_C3,Krishna Murthy,Kharif,2025,Black Cotton Soil,Clay,128,7.28,1.1,258,24,328,17.75,2.29,1.07,Moderate,
AP_ANP_00346_C1,Srinivas Reddy,Rabi,2025,Black Cotton Soil,Clay,128,7.28,1.1,258,24,328,17.75,2.29,1.07,Moderate,
AP_ANP_00346_C2,Padma Kumari,Rabi,2025,Black Cotton Soil,Clay,128,7.28,1.1,258,24,328,17.75,2.29,1.07,Moderate,
AP_ANP_00346_C3,Krishna Murthy,Rabi,2025,Black Cotton Soil,Clay,128,7.28,1.1,258,24,328,17.75,2.29,1.07,Moderate,
AP_ANP_00346_C1,Srinivas Reddy,Summer,2025,Black Cotton Soil,Clay,128,7.28,1.1,258,24,328,17.75,2.29,1.07,Moderate,
AP_ANP_00346_C2,Padma Kumari,Summer,2025,Black Cotton Soil,Clay,128,7.28,1.1,258,24,328,17.75,2.29,1.07,Moderate,
AP_ANP_00346_C3,Krishna Murthy,Summer,2025,Black Cotton Soil,Clay,128,7.28,1.1,258,24,328,17.75,2.29,1.07,Moderate,
AP_ANP_00347_C1,Venkatesh Rao,Kharif,2025,Black Cotton Soil,Clay,111,6.93,0.86,379,45,219,9.63,1.05,0.52,Poor,
AP_ANP_00347_C2,Srinivas Reddy,Kharif,2025,Black Cotton Soil,Clay,111,6.93,0.86,379,45,219,9.63,1.05,0.52,Poor,
AP_ANP_00347_C3,Padma Kumari,Kharif,2025,Black Cotton Soil,Clay,111,6.93,0.86,379,45,219,9.63,1.05,0.52,Poor,
AP_ANP_00347_C1,Venkatesh Rao,Rabi,2025,Black Cotton Soil,Clay,111,6.93,0.86,379,45,219,9.63,1.05,0.52,Poor,
AP_ANP_00347_C2,Srinivas Reddy,Rabi,2025,Black Cotton Soil,Clay,111,6.93,0.86,379,45,219,9.63,1.05,0.52,Poor,
AP_ANP_00347_C3,Padma Kumari,Rabi,2025,Black Cotton Soil,Clay,111,6.93,0.86,379,45,219,9.63,1.05,0.52,Poor,
AP_ANP_00347_C1,Venkatesh Rao,Summer,2025,Black Cotton Soil,Clay,111,6.93,0.86,379,45,219,9.63,1.05,0.52,Poor,
AP_ANP_00347_C2,Srinivas Reddy,Summer,2025,Black Cotton Soil,Clay,111,6.93,0.86,379,45,219,9.63,1.05,0.52,Poor,
AP_ANP_00347_C3,Padma Kumari,Summer,2025,Black Cotton Soil,Clay,111,6.93,0.86,379,45,219,9.63,1.05,0.52,Poor,
AP_ANP_00348_C1,Lakshmi Reddy,Kharif,2025,Red Loamy Soil,Loamy,135,8.32,1.17,221,13,305,11.32,2.84,1.8,Poor,
AP_ANP_00348_C2,Venkatesh Rao,Kharif,2025,Red Loamy Soil,Loamy,135,8.32,1.17,221,13,305,11.32,2.84,1.8,Poor,
AP_ANP_00348_C3,Srinivas Reddy,Kharif,2025,Red Loamy Soil,Loamy,135,8.32,1.17,221,13,305,11.32,2.84,1.8,Poor,
AP_ANP_00348_C1,Lakshmi Reddy,Rabi,2025,Red Loamy Soil,Loamy,135,8.32,1.17,221,13,305,11.32,2.84,1.8,Poor,
AP_ANP_00348_C2,Venkatesh Rao,Rabi,2025,Red Loamy Soil,Loamy,135,8.32,1.17,221,13,305,11.32,2.84,1.8,Poor,
AP_ANP_00348_C3,Srinivas Reddy,Rabi,2025,Red Loamy Soil,Loamy,135,8.32,1.17,221,13,305,11.32,2.84,1.8,Poor,
AP_ANP_00348_C1,Lakshmi Reddy,Summer,2025,Red Loamy Soil,Loamy,135,8.32,1.17,221,13,305,11.32,2.84,1.8,Poor,
AP_ANP_00348_C2,Venkatesh Rao,Summer,2025,Red Loamy Soil,Loamy,135,8.32,1.17,221,13,305,11.32,2.84,1.8,Poor,
AP_ANP_00348_C3,Srinivas Reddy,Summer,2025,Red Loamy Soil,Loamy,135,8.32,1.17,221,13,305,11.32,2.84,1.8,Poor,
AP_ANP_00349_C1,Suresh Naidu,Kharif,2025,Clay Loam,Clay,108,6.44,0.87,318,38,353,18.0,1.71,1.22,Poor,
AP_ANP_00349_C2,Lakshmi Reddy,Kharif,2025,Clay Loam,Clay,108,6.44,0.87,318,38,353,18.0,1.71,1.22,Poor,
AP_ANP_00349_C3,Venkatesh Rao,Kharif,2025,Clay Loam,Clay,108,6.44,0.87,318,38,353,18.0,1.71,1.22,Poor,
AP_ANP_00349_C1,Suresh Naidu,Rabi,2025,Clay Loam,Clay,108,6.44,0.87,318,38,353,18.0,1.71,1.22,Poor,
AP_ANP_00349_C2,Lakshmi Reddy,Rabi,2025,Clay Loam,Clay,108,6.44,0.87,318,38,353,18.0,1.71,1.22,Poor,
AP_ANP_00349_C3,Venkatesh Rao,Rabi,2025,Clay Loam,Clay,108,6.44,0.87,318,38,353,18.0,1.71,1.22,Poor,
AP_ANP_00349_C1,Suresh Naidu,Summer,2025,Clay Loam,Clay,108,6.44,0.87,318,38,353,18.0,1.71,1.22,Poor,
AP_ANP_00349_C2,Lakshmi Reddy,Summer,2025,Clay Loam,Clay,108,6.44,0.87,318,38,353,18.0,1.71,1.22,Poor,
AP_ANP_00349_C3,Venkatesh Rao,Summer,2025,Clay Loam,Clay,108,6.44,0.87,318,38,353,18.0,1.71,1.22,Poor,
AP_ANP_00350_C1,Gopal Reddy,Kharif,2025,Red Loamy Soil,Loamy,88,7.57,0.95,331,43,372,12.35,0.94,1.9,Good,
AP_ANP_00350_C2,Venkat Ramaiah,Kharif,2025,Red Loamy Soil,Loamy,88,7.57,0.95,331,43,372,12.35,0.94,1.9,Good,
AP_ANP_00350_C3,Nagarjuna Reddy,Kharif,2025,Red Loamy Soil,Loamy,88,7.57,0.95,331,43,372,12.35,0.94,1.9,Good,
AP_ANP_00350_C1,Gopal Reddy,Rabi,2025,Red Loamy Soil,Loamy,88,7.57,0.95,331,43,372,12.35,0.94,1.9,Good,
AP_ANP_00350_C2,Venkat Ramaiah,Rabi,2025,Red Loamy Soil,Loamy,88,7.57,0.95,331,43,372,12.35,0.94,1.9,Good,
AP_ANP_00350_C3,Nagarjuna Reddy,Rabi,2025,Red Loamy Soil,Loamy,88,7.57,0.95,331,43,372,12.35,0.94,1.9,Good,
AP_ANP_00350_C1,Gopal Reddy,Summer,2025,Red Loamy Soil,Loamy,88,7.57,0.95,331,43,372,12.35,0.94,1.9,Good,
AP_ANP_00350_C2,Venkat Ramaiah,Summer,2025,Red Loamy Soil,Loamy,88,7.57,0.95,331,43,372,12.35,0.94,1.9,Good,
AP_ANP_00350_C3,Nagarjuna Reddy,Summer,2025,Red Loamy Soil,Loamy,88,7.57,0.95,331,43,372,12.35,0.94,1.9,Good,
AP_ANP_00351_C1,Bhavani S,Kharif,2025,Sandy Loam,Loamy,150,8.27,0.67,390,35,288,8.86,1.62,0.92,Poor,
AP_ANP_00351_C2,Gopal Reddy,Kharif,2025,Sandy Loam,Loamy,150,8.27,0.67,390,35,288,8.86,1.62,0.92,Poor,
AP_ANP_00351_C3,Venkat Ramaiah,Kharif,2025,Sandy Loam,Loamy,150,8.27,0.67,390,35,288,8.86,1.62,0.92,Poor,
AP_ANP_00351_C1,Bhavani S,Rabi,2025,Sandy Loam,Loamy,150,8.27,0.67,390,35,288,8.86,1.62,0.92,Poor,
AP_ANP_00351_C2,Gopal Reddy,Rabi,2025,Sandy Loam,Loamy,150,8.27,0.67,390,35,288,8.86,1.62,0.92,Poor,
AP_ANP_00351_C3,Venkat Ramaiah,Rabi,2025,Sandy Loam,Loamy,150,8.27,0.67,390,35,288,8.86,1.62,0.92,Poor,
AP_ANP_00351_C1,Bhavani S,Summer,2025,Sandy Loam,Loamy,150,8.27,0.67,390,35,288,8.86,1.62,0.92,Poor,
AP_ANP_00351_C2,Gopal Reddy,Summer,2025,Sandy Loam,Loamy,150,8.27,0.67,390,35,288,8.86,1.62,0.92,Poor,
AP_ANP_00351_C3,Venkat Ramaiah,Summer,2025,Sandy Loam,Loamy,150,8.27,0.67,390,35,288,8.86,1.62,0.92,Poor,
AP_ANP_00352_C1,Ravi Teja,Kharif,2025,Clay Loam,Loamy,132,7.77,0.68,320,28,193,10.11,1.22,1.07,Good,
AP_ANP_00352_C2,Bhavani S,Kharif,2025,Clay Loam,Loamy,132,7.77,0.68,320,28,193,10.11,1.22,1.07,Good,
AP_ANP_00352_C3,Gopal Reddy,Kharif,2025,Clay Loam,Loamy,132,7.77,0.68,320,28,193,10.11,1.22,1.07,Good,
AP_ANP_00352_C1,Ravi Teja,Rabi,2025,Clay Loam,Loamy,132,7.77,0.68,320,28,193,10.11,1.22,1.07,Good,
AP_ANP_00352_C2,Bhavani S,Rabi,2025,Clay Loam,Loamy,132,7.77,0.68,320,28,193,10.11,1.22,1.07,Good,
AP_ANP_00352_C3,Gopal Reddy,Rabi,2025,Clay Loam,Loamy,132,7.77,0.68,320,28,193,10.11,1.22,1.07,Good,
AP_ANP_00352_C1,Ravi Teja,Summer,2025,Clay Loam,Loamy,132,7.77,0.68,320,28,193,10.11,1.22,1.07,Good,
AP_ANP_00352_C2,Bhavani S,Summer,2025,Clay Loam,Loamy,132,7.77,0.68,320,28,193,10.11,1.22,1.07,Good,
AP_ANP_00352_C3,Gopal Reddy,Summer,2025,Clay Loam,Loamy,132,7.77,0.68,320,28,193,10.11,1.22,1.07,Good,
AP_ANP_00353_C1,Narasimha Rao,Kharif,2025,Black Cotton Soil,Loamy,147,7.25,0.25,329,37,236,25.98,0.73,0.15,Moderate,
AP_ANP_00353_C2,Ravi Teja,Kharif,2025,Black Cotton Soil,Loamy,147,7.25,0.25,329,37,236,25.98,0.73,0.15,Moderate,
AP_ANP_00353_C3,Bhavani S,Kharif,2025,Black Cotton Soil,Loamy,147,7.25,0.25,329,37,236,25.98,0.73,0.15,Moderate,
AP_ANP_00353_C1,Narasimha Rao,Rabi,2025,Black Cotton Soil,Loamy,147,7.25,0.25,329,37,236,25.98,0.73,0.15,Moderate,
AP_ANP_00353_C2,Ravi Teja,Rabi,2025,Black Cotton Soil,Loamy,147,7.25,0.25,329,37,236,25.98,0.73,0.15,Moderate,
AP_ANP_00353_C3,Bhavani S,Rabi,2025,Black Cotton Soil,Loamy,147,7.25,0.25,329,37,236,25.98,0.73,0.15,Moderate,
AP_ANP_00353_C1,Narasimha Rao,Summer,2025,Black Cotton Soil,Loamy,147,7.25,0.25,329,37,236,25.98,0.73,0.15,Moderate,
AP_ANP_00353_C2,Ravi Teja,Summer,2025,Black Cotton Soil,Loamy,147,7.25,0.25,329,37,236,25.98,0.73,0.15,Moderate,
AP_ANP_00353_C3,Bhavani S,Summer,2025,Black Cotton Soil,Loamy,147,7.25,0.25,329,37,236,25.98,0.73,0.15,Moderate,
AP_ANP_00354_C1,Anuradha V,Kharif,2025,Red Sandy Loam,Clay,51,7.81,0.31,334,15,171,28.06,2.18,1.26,Moderate,
AP_ANP_00354_C2,Narasimha Rao,Kharif,2025,Red Sandy Loam,Clay,51,7.81,0.31,334,15,171,28.06,2.18,1.26,Moderate,
AP_ANP_00354_C3,Ravi Teja,Kharif,2025,Red Sandy Loam,Clay,51,7.81,0.31,334,15,171,28.06,2.18,1.26,Moderate,
AP_ANP_00354_C1,Anuradha V,Rabi,2025,Red Sandy Loam,Clay,51,7.81,0.31,334,15,171,28.06,2.18,1.26,Moderate,
AP_ANP_00354_C2,Narasimha Rao,Rabi,2025,Red Sandy Loam,Clay,51,7.81,0.31,334,15,171,28.06,2.18,1.26,Moderate,
AP_ANP_00354_C3,Ravi Teja,Rabi,2025,Red Sandy Loam,Clay,51,7.81,0.31,334,15,171,28.06,2.18,1.26,Moderate,
AP_ANP_00354_C1,Anuradha V,Summer,2025,Red Sandy Loam,Clay,51,7.81,0.31,334,15,171,28.06,2.18,1.26,Moderate,
AP_ANP_00354_C2,Narasimha Rao,Summer,2025,Red Sandy Loam,Clay,51,7.81,0.31,334,15,171,28.06,2.18,1.26,Moderate,
AP_ANP_00354_C3,Ravi Teja,Summer,2025,Red Sandy Loam,Clay,51,7.81,0.31,334,15,171,28.06,2.18,1.26,Moderate,
AP_ANP_00355_C1,Krishna Murthy,Kharif,2025,Sandy Loam,Clay,82,7.63,0.41,399,36,312,19.14,2.81,0.84,Moderate,
AP_ANP_00355_C2,Anuradha V,Kharif,2025,Sandy Loam,Clay,82,7.63,0.41,399,36,312,19.14,2.81,0.84,Moderate,
AP_ANP_00355_C3,Narasimha Rao,Kharif,2025,Sandy Loam,Clay,82,7.63,0.41,399,36,312,19.14,2.81,0.84,Moderate,
AP_ANP_00355_C1,Krishna Murthy,Rabi,2025,Sandy Loam,Clay,82,7.63,0.41,399,36,312,19.14,2.81,0.84,Moderate,
AP_ANP_00355_C2,Anuradha V,Rabi,2025,Sandy Loam,Clay,82,7.63,0.41,399,36,312,19.14,2.81,0.84,Moderate,
AP_ANP_00355_C3,Narasimha Rao,Rabi,2025,Sandy Loam,Clay,82,7.63,0.41,399,36,312,19.14,2.81,0.84,Moderate,
AP_ANP_00355_C1,Krishna Murthy,Summer,2025,Sandy Loam,Clay,82,7.63,0.41,399,36,312,19.14,2.81,0.84,Moderate,
AP_ANP_00355_C2,Anuradha V,Summer,2025,Sandy Loam,Clay,82,7.63,0.41,399,36,312,19.14,2.81,0.84,Moderate,
AP_ANP_00355_C3,Narasimha Rao,Summer,2025,Sandy Loam,Clay,82,7.63,0.41,399,36,312,19.14,2.81,0.84,Moderate,
AP_ANP_00356_C1,Padma Kumari,Kharif,2025,Clay Loam,Sandy,103,7.08,0.29,326,42,238,12.31,1.2,0.66,Good,
AP_ANP_00356_C2,Krishna Murthy,Kharif,2025,Clay Loam,Sandy,103,7.08,0.29,326,42,238,12.31,1.2,0.66,Good,
AP_ANP_00356_C3,Anuradha V,Kharif,2025,Clay Loam,Sandy,103,7.08,0.29,326,42,238,12.31,1.2,0.66,Good,
AP_ANP_00356_C1,Padma Kumari,Rabi,2025,Clay Loam,Sandy,103,7.08,0.29,326,42,238,12.31,1.2,0.66,Good,
AP_ANP_00356_C2,Krishna Murthy,Rabi,2025,Clay Loam,Sandy,103,7.08,0.29,326,42,238,12.31,1.2,0.66,Good,
AP_ANP_00356_C3,Anuradha V,Rabi,2025,Clay Loam,Sandy,103,7.08,0.29,326,42,238,12.31,1.2,0.66,Good,
AP_ANP_00356_C1,Padma Kumari,Summer,2025,Clay Loam,Sandy,103,7.08,0.29,326,42,238,12.31,1.2,0.66,Good,
AP_ANP_00356_C2,Krishna Murthy,Summer,2025,Clay Loam,Sandy,103,7.08,0.29,326,42,238,12.31,1.2,0.66,Good,
AP_ANP_00356_C3,Anuradha V,Summer,2025,Clay Loam,Sandy,103,7.08,0.29,326,42,238,12.31,1.2,0.66,Good,
AP_ANP_00357_C1,Srinivas Reddy,Kharif,2025,Black Cotton Soil,Clay,56,7.63,0.39,177,9,137,28.68,2.69,1.5,Moderate,
AP_ANP_00357_C2,Padma Kumari,Kharif,2025,Black Cotton Soil,Clay,56,7.63,0.39,177,9,137,28.68,2.69,1.5,Moderate,
AP_ANP_00357_C3,Krishna Murthy,Kharif,2025,Black Cotton Soil,Clay,56,7.63,0.39,177,9,137,28.68,2.69,1.5,Moderate,
AP_ANP_00357_C1,Srinivas Reddy,Rabi,2025,Black Cotton Soil,Clay,56,7.63,0.39,177,9,137,28.68,2.69,1.5,Moderate,
AP_ANP_00357_C2,Padma Kumari,Rabi,2025,Black Cotton Soil,Clay,56,7.63,0.39,177,9,137,28.68,2.69,1.5,Moderate,
AP_ANP_00357_C3,Krishna Murthy,Rabi,2025,Black Cotton Soil,Clay,56,7.63,0.39,177,9,137,28.68,2.69,1.5,Moderate,
AP_ANP_00357_C1,Srinivas Reddy,Summer,2025,Black Cotton Soil,Clay,56,7.63,0.39,177,9,137,28.68,2.69,1.5,Moderate,
AP_ANP_00357_C2,Padma Kumari,Summer,2025,Black Cotton Soil,Clay,56,7.63,0.39,177,9,137,28.68,2.69,1.5,Moderate,
AP_ANP_00357_C3,Krishna Murthy,Summer,2025,Black Cotton Soil,Clay,56,7.63,0.39,177,9,137,28.68,2.69,1.5,Moderate,
AP_ANP_00358_C1,Venkatesh Rao,Kharif,2025,Sandy Loam,Loamy,52,6.03,0.92,254,43,346,15.89,2.45,0.63,Moderate,
AP_ANP_00358_C2,Srinivas Reddy,Kharif,2025,Sandy Loam,Loamy,52,6.03,0.92,254,43,346,15.89,2.45,0.63,Moderate,
AP_ANP_00358_C3,Padma Kumari,Kharif,2025,Sandy Loam,Loamy,52,6.03,0.92,254,43,346,15.89,2.45,0.63,Moderate,
AP_ANP_00358_C1,Venkatesh Rao,Rabi,2025,Sandy Loam,Loamy,52,6.03,0.92,254,43,346,15.89,2.45,0.63,Moderate,
AP_ANP_00358_C2,Srinivas Reddy,Rabi,2025,Sandy Loam,Loamy,52,6.03,0.92,254,43,346,15.89,2.45,0.63,Moderate,
AP_ANP_00358_C3,Padma Kumari,Rabi,2025,Sandy Loam,Loamy,52,6.03,0.92,254,43,346,15.89,2.45,0.63,Moderate,
AP_ANP_00358_C1,Venkatesh Rao,Summer,2025,Sandy Loam,Loamy,52,6.03,0.92,254,43,346,15.89,2.45,0.63,Moderate,
AP_ANP_00358_C2,Srinivas Reddy,Summer,2025,Sandy Loam,Loamy,52,6.03,0.92,254,43,346,15.89,2.45,0.63,Moderate,
AP_ANP_00358_C3,Padma Kumari,Summer,2025,Sandy Loam,Loamy,52,6.03,0.92,254,43,346,15.89,2.45,0.63,Moderate,
AP_ANP_00359_C1,Lakshmi Reddy,Kharif,2025,Sandy Loam,Sandy,81,6.86,1.03,340,19,307,16.32,0.84,0.41,Good,
AP_ANP_00359_C2,Venkatesh Rao,Kharif,2025,Sandy Loam,Sandy,81,6.86,1.03,340,19,307,16.32,0.84,0.41,Good,
AP_ANP_00359_C3,Srinivas Reddy,Kharif,2025,Sandy Loam,Sandy,81,6.86,1.03,340,19,307,16.32,0.84,0.41,Good,
AP_ANP_00359_C1,Lakshmi Reddy,Rabi,2025,Sandy Loam,Sandy,81,6.86,1.03,340,19,307,16.32,0.84,0.41,Good,
AP_ANP_00359_C2,Venkatesh Rao,Rabi,2025,Sandy Loam,Sandy,81,6.86,1.03,340,19,307,16.32,0.84,0.41,Good,
AP_ANP_00359_C3,Srinivas Reddy,Rabi,2025,Sandy Loam,Sandy,81,6.86,1.03,340,19,307,16.32,0.84,0.41,Good,
AP_ANP_00359_C1,Lakshmi Reddy,Summer,2025,Sandy Loam,Sandy,81,6.86,1.03,340,19,307,16.32,0.84,0.41,Good,
AP_ANP_00359_C2,Venkatesh Rao,Summer,2025,Sandy Loam,Sandy,81,6.86,1.03,340,19,307,16.32,0.84,0.41,Good,
AP_ANP_00359_C3,Srinivas Reddy,Summer,2025,Sandy Loam,Sandy,81,6.86,1.03,340,19,307,16.32,0.84,0.41,Good,
AP_ANP_00360_C1,Venkat Ramaiah,Kharif,2025,Black Cotton Soil,Clay,127,6.85,0.65,183,10,349,5.13,0.46,1.82,Moderate,
AP_ANP_00360_C2,Nagarjuna Reddy,Kharif,2025,Black Cotton Soil,Clay,127,6.85,0.65,183,10,349,5.13,0.46,1.82,Moderate,
AP_ANP_00360_C3,Vijayalakshmi,Kharif,2025,Black Cotton Soil,Clay,127,6.85,0.65,183,10,349,5.13,0.46,1.82,Moderate,
AP_ANP_00360_C1,Venkat Ramaiah,Rabi,2025,Black Cotton Soil,Clay,127,6.85,0.65,183,10,349,5.13,0.46,1.82,Moderate,
AP_ANP_00360_C2,Nagarjuna Reddy,Rabi,2025,Black Cotton Soil,Clay,127,6.85,0.65,183,10,349,5.13,0.46,1.82,Moderate,
AP_ANP_00360_C3,Vijayalakshmi,Rabi,2025,Black Cotton Soil,Clay,127,6.85,0.65,183,10,349,5.13,0.46,1.82,Moderate,
AP_ANP_00360_C1,Venkat Ramaiah,Summer,2025,Black Cotton Soil,Clay,127,6.85,0.65,183,10,349,5.13,0.46,1.82,Moderate,
